CASRN	DOM_MFG_LB	IMPORTED_LB	VOLUME_EXPORTED
3077-13-2	158775	0	0
5248-39-5	0	0	0
68603-00-9	120195870	0	0
19438-60-9	2479089	0	458926
5261-31-4	0	46731	0
31795-24-1	0	0	0
1333-83-1	0	1444425	0
2031-67-6	1695187	0	11875
74222-95-0	295172	0	0
15823-43-5	205442	0	0
107-21-1	629954151	434252435	348873728
108419-33-6	0	0	0
592-51-8	0	0	0
68410-96-8	0	0	73789749
68956-48-9	120987515	0	0
68309-49-9	0	0	0
75-38-7	0	0	0
5395-50-6	0	0	0
68908-64-5	36321	0	0
137-52-0	0	0	0
68921-61-9	1995700	0	0
74-96-4	0	0	0
16919-27-0	0	1940034	7800
4635-87-4	0	0	0
68308-05-4	24947580	0	0
7778-80-5	4384045	1107618	102907
3278-22-6	0	0	0
67711-96-0	227069	0	0
108-68-9	675840	635960	1026431
53894-23-8	11793402	128738	0
17464-88-9	0	0	0
143-29-3	1251568	0	0
120-78-5	0	1556954	4505
174254-18-3	0	0	0
24794-58-9	0	0	0
133947-67-8	0	0	0
7758-99-8	0	284856	15001
68603-94-1	324941	0	0
8007-43-0	3564957	0	201649
98653-76-0	0	0	0
111-85-3	230517	0	0
35141-30-1	0	0	0
95-13-6	517465	0	0
6420-33-3	0	0	0
68513-18-8	497865788	0	0
68131-40-8	225434	0	0
1559-34-8	0	0	0
81-84-5	0	0	0
851544-20-2	1632933	0	0
23843-64-3	174878	0	56310
3159-62-4	34947	14451	239
7585-41-3	43972	0	0
64742-52-5	836456545	33333044	20044846
13455-36-2	0	0	0
104744-50-5	0	0	0
15708-48-2	11959	0	0
25038-54-4	0	58952	0
25339-09-7	13533	0	0
5471-51-2	0	17946	8436
68952-80-7	2630836	0	0
7783-18-8	190884286	3093500	6927250
68990-47-6	10949266	0	358338
13450-90-3	61145	12940	1719
163961-33-9	0	20040	798
37310-83-1	0	0	0
75-54-7	0	0	0
16079-88-2	517	0	0
99-87-6	0	27400	11373
10361-65-6	302498	0	122361
10043-52-4	72104623	1793666	54885
75173-68-1	0	0	0
111-29-5	0	187433	0
8017-16-1	9918326	695905	9918326
43154-85-4	0	0	0
68412-60-2	0	0	166838
68515-42-4	0	54139	0
112006-94-7	0	0	0
68425-65-0	0	0	0
576-26-1	310802	255963	132463
308067-53-0	85553	0	0
930606-98-7	17735	0	8945
64742-01-4	87725410	0	544311
68391-08-2	0	0	0
68551-95-1	0	0	0
68648-93-1	0	0	0
79-77-6	0	0	0
4482-25-1	400477	0	0
68937-80-4	1636797	0	0
1330-78-5	1116817	0	167523
67801-50-7	30391	0	0
68334-28-1	54041	23587	0
105-16-8	0	0	0
6990-43-8	561000	3952	183215
68515-88-8	0	359286	32492
68855-18-5	0	0	0
7691-02-3	0	0	0
215923-46-9	0	0	0
64665-57-2	606247	417527	24852
67952-33-4	140845	0	28789
7440-66-6	132801718	326147964	8455421
144-79-6	0	0	0
70024-69-0	0	518	0
30050-69-2	0	26943	0
445411-73-4	0	27146319	0
1302-52-9	0	0	0
75768-65-9	0	0	0
72102-30-8	0	82008	2355
64741-72-6	131763010	0	35657472
10043-35-3	0	1076354	12522
3590-84-9	0	0	0
71011-26-2	945638	145999	0
25620-58-0	0	0	0
79-11-8	0	0	0
5160-02-1	25688	38847	14694
2163-42-0	0	1944886	0
96-70-8	0	0	0
68649-12-7	0	0	0
629-11-8	0	156615	0
33734-57-5	69218	0	0
4342-61-4	0	0	0
7782-50-5	2135208736	289036416	0
1190-63-2	0	0	0
7718-54-9	0	351642	9000
124-68-5	0	0	0
39464-69-2	104065	0	0
3006-15-3	34276	0	14061
68477-73-6	104326245	0	0
22707-25-1	0	0	0
15441-06-2	20922	0	0
1195-92-2	0	0	0
31506-43-1	0	0	0
95-16-9	0	0	0
10192-32-2	700970	0	691809
14901-07-6	0	0	0
147-14-8	4542955	2299821	1417766
20298-69-5	0	125055	0
21265-50-9	0	0	0
76199-85-4	0	0	0
68527-14-0	952544	0	0
7440-09-7	0	131486	0
120-95-6	0	0	0
1115-20-4	0	0	0
1817-13-6	0	0	0
202148-89-8	423373	0	0
163436-84-8	0	0	0
123-19-3	0	0	0
58834-75-6	0	0	0
2424-61-5	0	0	0
11070-44-3	1667407	0	372427
5810-11-7	0	0	0
1668-54-8	0	0	0
136504-87-5	0	0	245
68815-56-5	30782991	0	0
68990-81-8	4779485	36307	1218226
31807-55-3	215292	0	0
68955-96-4	0	0	0
98-86-2	0	0	0
34090-76-1	8646530	0	1369179
72623-83-7	2338157212	176854	0
123-11-5	0	28558	14732
21652-27-7	0	0	157344
71-91-0	0	0	0
26545-53-9	0	0	5198
26402-31-3	0	0	0
122-63-4	0	0	0
7720-78-7	6763162	117174	25140
29512-49-0	0	0	0
32360-05-7	0	0	0
15284-51-2	117926	0	0
78330-21-9	0	0	0
38820-59-6	238251	0	0
106-21-8	0	0	0
7620-77-1	2382664	317021	0
16485-10-2	0	0	0
1306-19-0	49895	111966	19958
29638-69-5	0	0	0
54636-84-9	0	0	0
84962-98-1	0	0	0
7783-28-0	6317542746	4904264	1542497567
5124-30-1	0	0	0
68071-35-2	204523	0	204
24748-23-0	0	0	0
52475-86-2	0	0	0
616-29-5	19904	90722	0
8016-85-1	0	0	0
86803-90-9	0	0	0
68919-19-7	1896923291	0	0
10595-80-9	51256	0	3842
22020-14-0	1230617	0	0
497-19-8	4748393660	3406640	3713719707
12068-35-8	5915771241	178687156	109869293
83-41-0	0	0	0
3648-20-2	0	0	140614
7128-91-8	213770	0	4218
128446-35-5	699648	0	173100
629-76-5	11597182	0	0
68071-19-2	0	0	531
104-85-8	0	0	0
132-16-1	0	15600	0
12035-72-2	1270059	342035	0
9004-53-9	0	323390	0
67762-19-0	401531	0	45455
68155-01-1	0	28571	0
60304-36-1	0	103847	0
64742-65-0	338276856	74195185	1196169
7681-57-4	0	15331810	491694
80-73-9	0	13328	0
115-77-5	0	2930948	0
96-14-0	120148954	24089	0
27813-02-1	0	494614	0
92-52-4	0	0	0
766-09-6	0	0	0
71216-01-8	0	0	0
37244-96-5	0	2544653	0
3486-35-9	68824	51891	0
1344-43-0	5159797	11902	36287
1678-91-7	0	0	0
18718-07-5	0	0	0
422-61-7	0	0	0
68475-79-6	177687779	0	0
68647-55-2	0	0	0
5331-43-1	203270	0	0
140-01-2	0	0	0
68603-38-3	1168062	0	0
682-11-1	0	0	0
68334-37-2	433272743	0	0
25190-06-1	0	0	0
1308-38-9	10485336	457282	4143729
68476-85-7	3139067130	0	0
474919-59-0	0	0	0
17527-29-6	0	0	0
55906-42-8	0	0	0
135020-80-3	0	0	0
68525-86-0	430890344	0	19278
65-85-0	188726	516029	825
64742-10-5	920792511	637614795	19051
16919-58-7	94430	0	0
29710-31-4	0	15643	0
142-54-1	0	0	0
84-51-5	0	0	0
69012-58-4	65771	0	0
112-61-8	0	0	0
3319-31-1	2766913	2581145	0
540-72-7	308704	1069797	173017
67700-43-0	0	13232	31
255043-08-4	0	0	0
108-90-7	1336505	627478	782504
68333-88-0	0	0	0
661-19-8	0	421095	82787
15017-02-4	0	44287	0
4075-81-4	0	0	5579
16415-12-6	18024	0	5777
15245-44-0	55454	0	527
6290-05-7	0	0	0
110-16-7	156401	65187	238
19224-26-1	114986	0	0
630-08-0	996284671	0	0
71-23-8	90874700	10831486	61936861
27138-31-4	138493	0	27424
20587-61-5	26147	0	0
1314-56-3	0	179792	0
142-30-3	0	95999	0
7647-17-8	0	14860	0
91745-56-1	37840	0	0
10025-73-7	29937	0	390
68604-44-4	0	198907	0
68909-34-2	165024	0	0
2235-00-9	0	0	48
3050-88-2	0	127599	0
68513-03-1	0	0	0
112-11-8	102965	0	0
62439-41-2	0	130	0
1843-03-4	0	19008	0
3068-39-1	0	0	0
64742-49-0	19339728826	621771099	80888
13769-81-8	0	0	0
26952-14-7	14130054	0	0
13528-88-6	0	0	0
1344-00-9	0	48959	0
78-82-0	0	0	0
10124-31-9	41546	0	0
25360-10-5	0	0	0
597-82-0	0	0	0
13007-85-7	502826	108000	144287
61791-41-1	0	0	0
4292-10-8	0	0	0
24304-00-5	0	18726	0
2436-90-0	0	0	0
3878-55-5	0	0	0
60303-68-6	0	431336	12727
1344-08-7	226910	0	8574
68937-96-2	0	0	0
10024-93-8	0	0	0
10101-53-8	0	40000	30000
79072-96-1	0	0	0
54553-90-1	0	0	0
58374-69-9	0	0	0
9004-78-8	0	0	0
10099-74-8	19278	186683	0
68477-83-8	3671668321	161437879	0
131-08-8	0	0	0
143-18-0	2962578	11772	1069
107-96-0	1167547	0	449510
119-53-9	0	0	13614
64742-39-8	993367	0	0
25377-83-7	0	0	0
12056-51-8	0	1039186	0
97-99-4	0	0	2400864
78-27-3	0	0	0
104-21-2	0	32	0
4904-61-4	0	0	0
68937-70-2	0	0	0
9000-01-5	0	0	0
6132-04-3	1661373	948757	377
71786-47-5	0	0	0
79357-83-8	0	685609	102841
1345-05-7	0	102866	0
10361-79-2	0	0	0
822-12-8	0	0	0
72162-15-3	1413094	0	219653
1737-93-5	0	0	0
68606-27-9	4226250687	0	0
68441-67-8	0	0	0
112-70-9	20961745	0	0
41484-35-9	0	112949	0
68648-06-6	0	0	0
7360-44-3	0	0	0
68920-06-9	768494791	0	0
27458-93-1	0	84010	101
96-24-2	277135	0	0
142982-21-6	0	0	0
25213-24-5	0	934902	0
75-02-5	0	0	0
68988-48-7	0	0	0
61791-06-8	22915	0	0
25791-96-2	0	430348	0
68476-29-9	0	0	0
117875-77-1	0	0	5443
59125-49-4	13796	0	0
92469-33-5	0	0	0
75-77-4	0	0	0
26813-14-9	0	35997	0
102-79-4	0	0	0
79-09-4	718641	0	0
67701-05-7	41773294	79169	0
2162-74-5	0	28251	0
61789-12-6	162688	0	0
15666-28-1	131936	0	0
640-67-5	145150	0	0
1309-38-2	0	4884054	195045
75-20-7	19146134	26098822	42712979
98-94-2	0	0	0
1078712-92-1	0	31793	0
25134-21-8	200839	367209	0
1779-25-5	0	0	0
70914-16-8	113307	0	34884
5324-84-5	0	0	12038
106404-06-2	0	0	0
56744-60-6	0	0	0
28324-52-9	0	0	0
1078715-61-3	43260	0	0
184538-58-7	59297	589	8983
68951-62-2	0	0	0
132-43-4	11742	0	0
7440-58-6	42322	0	16216
68606-80-4	176901	0	0
760-93-0	0	0	0
2144-53-8	0	0	0
1119-40-0	28772	124280	0
71-43-2	6165232100	463146474	271908252
53378-52-2	0	174762	0
100-18-5	0	0	0
84852-15-3	5995318	97350	88947
127-96-8	0	52780	0
61791-26-2	0	790489	0
93-14-1	0	167963	0
2469-55-8	0	0	0
109-74-0	0	0	0
78-69-3	0	3983	0
68476-43-7	279089018	166429527	0
637-12-7	0	0	0
6425-39-4	0	0	0
78-22-8	0	0	0
69-72-7	0	0	0
39421-75-5	0	0	0
27247-96-7	0	0	0
138-24-9	0	0	0
68131-77-1	0	15000	0
40292-82-8	0	0	0
64742-56-9	14612408	319618	0
584-84-9	0	164972	0
26748-38-9	0	0	0
54-64-8	0	40	0
1008-72-6	0	0	0
61792-48-1	0	517344	0
333-20-0	0	0	0
7789-04-0	0	0	0
4499-86-9	0	0	131029
67701-21-7	0	0	0
84605-21-0	0	0	0
58345-96-3	0	0	0
11138-66-2	0	8675439	0
11121-16-7	47174	0	0
149879-98-1	0	0	0
8029-43-4	496648705	0	70759
3290-92-4	0	0	0
68426-00-6	0	0	0
13235-36-4	52576	0	0
11096-42-7	1660311	0	4994
65996-73-8	459434658	0	0
68-11-1	0	0	126099
68603-67-8	160118	0	124284
27776-01-8	0	0	0
85-43-8	5716515	0	0
97-64-3	0	337023	0
127-63-9	0	62399	0
3031-66-1	0	32856	1960
67711-97-1	271192	0	0
1067-53-4	34595	28829	52947
107-71-1	0	0	0
93981-14-7	0	0	0
25446-80-4	0	0	0
149-44-0	0	0	0
7234-49-3	0	0	0
71329-50-5	0	0	0
103-71-9	0	0	0
7128-64-5	0	0	0
6712-98-7	0	0	0
123-05-7	0	0	0
109037-78-7	0	0	0
68527-01-5	167568	0	3289
212335-64-3	0	0	0
7209-38-3	0	0	0
1634-04-4	531061263	85685	0
9004-82-4	23350726	51322	8960
154518-38-4	0	0	0
8000-34-8	0	88599	43469
36190-62-2	18024	0	15300
7681-65-4	0	0	0
10220-90-3	0	0	0
4246-51-9	0	0	0
63512-71-0	14620	0	0
1191-15-7	0	0	0
74499-35-7	12731190	0	0
68511-50-2	0	17995	0
68411-46-1	0	211529	3572
106-19-4	16862	0	0
13308-51-5	0	21000	0
65870-94-2	0	0	0
18472-51-0	22719	0	0
306-83-2	0	30909	2694
616-30-8	0	63999	0
13623-06-8	0	0	0
27176-87-0	1369682	2217381	31891
52-90-4	0	13000	0
5437-98-9	0	0	0
56827-92-0	22147	0	3322
110-82-7	807772116	776515	86652825
75-55-8	129852	0	0
2176-62-7	0	0	0
9004-94-8	416271	0	42357
109-53-5	0	0	0
2259-85-0	0	21725	0
68476-78-8	2981962	0	0
13189-00-9	0	37282	561
64741-81-7	9043398608	9433170	247827030
68918-42-3	2911307	0	0
71342-92-2	20412	0	0
17540-75-9	0	0	0
50-55-5	0	0	0
18760-44-6	1919066	0	0
124-18-5	17055073	0	2012884
12769-96-9	0	59500	200
538-93-2	0	0	0
931-36-2	0	0	0
110-41-8	0	0	0
84605-24-3	0	0	0
3383-96-8	0	0	0
61790-12-3	39358762	297286	4259537
120100-77-8	0	0	0
198784-94-0	0	0	0
526-95-4	0	0	0
68071-05-6	0	0	0
3468-63-1	0	55250	0
7446-81-3	0	0	0
4221-80-1	0	64070	0
64742-96-7	0	33802718	0
2399-48-6	0	0	0
25446-78-0	0	0	0
10097-09-3	0	0	0
5496-10-6	0	0	0
64742-55-8	288953231	36754824	8751
117-84-0	0	0	0
74-98-6	19407411405	701387753	3561630865
77650-28-3	713359277	1468528	1357188
68515-81-1	0	25525	0
82-71-3	53829	0	0
68475-60-5	6803886	0	0
3089-16-5	0	0	0
100-83-4	0	11826	0
68459-67-6	11605	0	0
58641-28-4	0	0	0
52037-76-0	8911170	2322015	0
16752-77-5	0	1720000	0
68515-89-9	371489	0	83054
7440-67-7	4076778	64180	1253896
2455-24-5	0	0	0
1984-06-1	0	0	0
140-95-4	0	0	0
120-55-8	0	0	13259
95718-78-8	0	0	0
68477-94-1	997903	0	0
1739-84-0	0	14406	0
64741-73-7	307924809	83733152	29755659
121255-03-6	0	0	0
53636-65-0	0	156000	0
68413-46-7	31126	0	0
121246-28-4	82622	0	0
10124-43-3	929343	199944	27401
69669-44-9	194931	0	30477
88-53-9	0	24000	0
10109-95-2	134372	0	0
118685-24-8	0	0	0
657-84-1	0	0	0
218141-16-3	0	0	0
71243-55-5	0	739757	0
9004-65-3	0	281763	0
13821-20-0	0	0	0
106-99-0	510880989	90817309	0
93-69-6	0	0	0
25306-75-6	0	389996	0
998-40-3	0	51046	0
139-33-3	0	34000	0
2935-90-2	753152	0	133673
93820-55-4	0	0	0
7637-07-2	1454489	0	0
86178-38-3	0	11391	0
142474-86-0	88586	0	13288
97-85-8	0	29484	0
37953-05-2	0	0	0
71-41-0	0	0	0
12108-13-3	0	0	0
70592-79-9	2710785	0	0
68131-04-4	1393949	0	0
319002-92-1	0	23606	0
996-31-6	19496773	0	419762
12069-69-1	78381	131441	0
102479-87-8	0	0	0
9010-79-1	0	24631	0
340020-79-3	40628	0	0
2781-10-4	31789	0	0
71630-96-1	15453	0	0
224051-14-3	1224699	0	0
45294-18-6	0	0	0
558-30-5	0	0	0
68425-08-1	0	0	0
13597-19-8	73842	0	17527
25550-98-5	1456422	0	111425
3047-32-3	0	0	0
93-08-3	0	0	0
9003-04-7	3048620	77672	4564
68937-84-8	524131	0	0
141-53-7	0	2386813	0
81-83-4	254261	0	0
68477-70-3	0	0	0
192526-10-6	121109	0	16783
14100-64-2	21313	0	5008
4454-05-1	0	0	0
17200-00-9	0	0	0
68391-04-8	0	0	0
99-63-8	0	0	0
402591-95-1	539176	0	384973
68606-10-0	3182760089	3084428	0
91-95-2	0	63359	0
123-72-8	0	0	0
42222-50-4	0	173671	0
4130-42-1	0	0	0
527-53-7	0	0	0
13477-34-4	0	20775	0
1577-03-3	0	0	0
88-51-7	720632	0	78968
68955-98-6	0	0	0
184181-27-9	0	0	0
7492-70-8	0	320	0
219715-34-1	0	0	0
79-38-9	0	0	0
113706-15-3	23962412	113959	0
1204213-28-4	0	0	0
9005-38-3	0	20004	0
35674-56-7	215543	0	0
68410-97-9	397510862	0	0
546-93-0	0	518764	104007
30374-35-7	0	0	0
72828-62-7	0	23650	0
75-10-5	0	0	0
67762-34-9	0	0	0
1719-58-0	0	0	0
61791-14-8	0	11570	184
68071-95-4	28882	0	0
14285-59-7	0	0	0
8002-31-1	0	20000	0
8008-26-2	0	46772	11748
28061-69-0	34246	0	0
116-14-3	0	0	0
7789-24-4	0	0	0
1190265-49-6	0	0	0
606-20-2	0	0	0
2687-94-7	0	0	0
39317-41-4	0	12000	0
112-80-1	12476045	1051104	240
82933-91-3	117359	0	0
612-83-9	0	0	0
98-82-8	16285116539	0	0
123-39-7	0	0	0
926-57-8	0	0	0
21064-19-7	0	0	0
123-34-2	0	0	0
100-54-9	0	0	0
151911-66-9	0	0	0
124-19-6	9581504	48	294019
69013-21-4	425959934	0	58305640
124-30-1	0	0	27395
2439-35-2	38045251	0	3438348
1343-88-0	0	0	399475
8001-29-4	865441	0	0
1100-88-5	0	0	0
95-48-7	0	0	2633743
1633-05-2	0	2338737	0
9004-32-4	0	0	0
111062-42-1	0	0	0
11084-85-8	0	15971	7247
96152-69-1	0	0	0
68551-16-6	0	0	0
61790-37-2	53099704	0	0
110-17-8	0	1870843	0
68309-95-5	0	0	0
2641-34-1	0	0	0
15520-11-3	0	0	0
67-63-0	32047353	75645530	3847539
67923-77-7	76471	0	0
68920-82-1	0	0	0
106-14-9	0	5043295	0
91-44-1	0	15467	203
30697-40-6	0	0	0
34432-92-3	0	0	0
13688-56-7	28761	0	0
69012-26-6	152872	0	0
156-87-6	0	0	0
71342-70-6	36467	0	0
2855-19-8	0	0	0
92-51-3	0	0	0
5394-36-5	0	0	0
112-41-4	161395623	34020905	23685842
22919-56-8	0	0	0
91-65-6	0	0	0
54553-91-2	0	22153	0
5873-54-1	0	0	0
91-20-3	47730538	18861662	1176724
10543-57-4	0	0	0
8016-81-7	0	0	0
39290-78-3	34019428	0	907729
359-07-9	0	0	0
92257-31-3	0	0	0
123-42-2	8868479	59733	132893
68511-03-5	0	0	0
105-11-3	0	0	0
58430-94-7	0	15430	0
68814-91-5	0	0	0
123-18-2	0	0	0
4430-31-3	0	736	0
68630-95-5	19431	0	5433
12035-98-2	14379	0	1724
29598-76-3	0	0	0
68478-30-8	0	0	0
118-79-6	0	0	0
74-97-5	0	0	0
64754-94-5	195045	0	0
15687-27-1	0	1913035	0
68606-26-8	2243297692	0	0
68649-83-2	0	0	0
61789-86-4	0	649	0
91745-58-3	85422	0	0
112-26-5	0	0	0
513-86-0	0	0	0
85209-91-2	302857	0	83999
171869-89-9	0	0	0
51868-46-3	0	13026	0
68608-15-1	0	12200	0
128-04-1	1148012	0	130159
7665-72-7	0	0	0
103-83-3	0	12882	0
70775-94-9	0	0	0
36788-39-3	0	0	0
68309-34-2	95839	0	2268
110-12-3	0	0	0
993-00-0	0	0	0
108-11-2	5516903	204841	741043
10361-92-9	411706	0	0
77-93-0	205764	41999	178915
68603-15-6	101882	814876	0
68332-82-1	0	0	0
62518-65-4	0	22045	0
4722-98-9	0	0	0
3179-76-8	0	0	0
7783-48-4	0	0	0
3775-90-4	0	0	0
4860-03-1	559240	0	0
118-55-8	0	14000	0
16721-80-5	180565136	399523	39682710
51772-35-1	81647	0	0
34590-94-8	414536	3082259	17223
25054-76-6	373201	0	0
64742-14-9	816466266	0	0
1576-35-8	0	36000	0
68458-68-4	0	2057711	0
8016-28-2	0	5166084	0
68475-70-7	95254398	0	0
68956-52-5	0	0	0
26898-17-9	0	0	0
8002-74-2	221232800	11578736	278288
19139-31-2	0	0	0
71-48-7	1193796	0	95241
154279-60-4	0	202618	0
140921-24-0	0	0	0
3855-32-1	0	0	0
52270-44-7	0	0	0
8052-41-3	36892294	220932	2094245
7783-03-1	0	17000	0
7646-69-7	0	0	0
1332-37-2	172204769	508821	0
1623-15-0	0	0	19958
7491-02-3	11719	0	0
148617-59-8	0	0	0
2495-37-6	0	0	0
68082-35-9	0	0	0
64742-70-7	1438137365	0	1438137365
64741-63-5	830197482989243000000	774466877	143504214
27107-89-7	0	37122	0
20120-33-6	0	0	0
73049-92-0	0	41573	0
848940-17-0	0	0	0
105-52-2	1530271	0	0
125109-85-5	0	0	0
2579-20-6	0	0	0
506-51-4	0	0	0
533-74-4	0	26581	0
68333-23-3	532317508	0	0
13423-15-9	0	0	0
68140-98-7	35714	0	10090
17689-77-9	0	15422	0
75444-69-8	0	0	0
9003-35-4	0	0	0
298-12-4	0	0	0
72749-55-4	0	0	0
73936-91-1	0	0	0
7553-56-2	670252	778198	0
206770-18-5	40351	0	0
107-92-6	0	0	0
52012-13-2	0	0	0
67784-77-4	20223	0	0
17026-42-5	0	16959	0
68515-73-1	0	632850	6099
273730-58-8	0	0	0
25895-47-0	0	2138797	0
77-73-6	4572483	2957951	0
112-31-2	0	10	0
53780-36-2	0	0	0
61789-71-7	1451496	0	99790
68424-40-8	0	0	0
5495-84-1	0	0	0
14484-69-6	0	523402	114032
13732-62-2	0	0	0
68953-57-1	106594	0	0
17920-88-6	0	0	0
68238-81-3	0	0	0
156-60-5	22081	0	0
68155-05-5	0	0	0
8042-47-5	26548980	75957556	2180
61-76-7	0	13300	0
68334-55-4	39463	0	4990
16923-95-8	0	350850	400
7173-62-8	0	0	240081
27215-95-8	0	0	0
68921-09-5	60232658	0	0
7440-38-2	82485	62316	5648
71077-09-3	31570	0	0
68990-79-4	13644	0	0
8003-69-8	0	32432	0
550-44-7	0	0	0
71832-81-0	98918	0	0
67701-01-3	14580727	0	0
8051-30-7	96552	0	3283
68476-44-8	194409690	0	0
25087-34-7	0	49499	0
56706-10-6	128058	172365	1
34364-26-6	0	0	0
109-69-3	0	0	0
71750-71-5	0	0	0
79-94-7	0	220064	0
2500-88-1	0	0	0
10101-97-0	544311	0	435449
69227-20-9	0	0	0
68648-22-6	174334	0	0
94279-36-4	0	261820	0
53378-71-5	0	0	0
68956-70-7	0	0	0
132182-92-4	0	0	0
82799-44-8	0	0	0
68514-15-8	2010867723	0	0
60-00-4	11975	828685	0
7803-49-8	0	0	0
142-90-5	0	64639	0
56000-16-9	0	0	0
13918-37-1	0	7531156	0
13598-36-2	0	5637937	19504
10102-90-6	306268	0	0
1093112-19-6	0	0	0
65652-41-7	820681	0	123102
7790-98-9	1807505	0	151672
148617-57-6	0	0	0
111-16-0	0	0	0
124-04-9	152120	2249750	0
14882-18-9	0	55383	0
34454-97-2	0	0	0
13709-94-9	1481167	0	3110
64-17-5	35825482965	552492413	1735919046
590-29-4	0	0	18435708
208343-47-9	0	0	0
460-00-4	0	0	0
762-04-9	0	0	0
68604-37-5	158041	0	0
85-44-9	94733764	1573170	2046476
13396-80-0	0	61813	0
8002-43-5	0	0	0
104-46-1	0	0	0
26762-29-8	57907	0	0
2094-98-6	0	0	0
68152-92-1	0	0	0
9005-67-8	129149	1760235	11069
68389-47-9	0	0	0
68390-93-2	0	0	0
6729-96-0	19822	0	0
89-72-5	0	0	0
21351-39-3	7066495	0	424877
1501-27-5	0	0	0
69012-70-0	28419966	0	3419806
7778-39-4	244338	0	208192
120-71-8	0	0	0
343978-24-5	0	0	0
68919-02-8	43998460	0	0
823-87-0	0	0	0
60699-51-6	0	0	0
13515-40-7	0	0	0
422-56-0	0	69278	0
65086-85-3	0	0	0
90-72-2	376605	0	776
26316-40-5	11592	0	5687
79-22-1	0	0	0
68514-31-8	2140562242	0	0
68919-79-9	0	0	0
67990-17-4	131420	0	0
97592-76-2	10868157	0	38800
27955-94-8	0	0	0
53306-54-0	0	0	0
1070-03-7	0	0	0
57-50-1	2532406	32461	95
28016-00-4	0	0	0
68584-87-2	0	33338	0
16728-51-1	0	0	0
1078712-83-0	0	0	0
68411-48-3	0	0	0
25485-88-5	0	0	0
14808-60-7	148106188	4847157	4028543
51566-62-2	0	47603	0
68153-81-1	42346864	0	0
16753-62-1	0	0	0
64755-02-8	0	0	52
68155-38-4	376482	0	2903
17439-11-1	0	28437	0
42978-66-5	853019	280683	0
109-02-4	0	0	0
64742-54-7	3016364379	308315829	458264
197980-53-3	0	0	0
12018-10-9	0	0	0
2528-39-4	0	0	0
7727-18-6	271858	108862	114759
7704-99-6	21690	0	0
141904-03-2	0	0	0
109-77-3	0	107774	0
638-65-3	972283	0	0
563-80-4	0	0	0
141808-04-0	108019	0	38828
5698-98-6	0	55975	0
177591-50-3	162826	0	0
2050-92-2	0	0	0
1328-53-6	0	1160588	44102
8002-09-3	0	537451	67876
63150-07-2	0	0	0
76-19-7	0	0	0
39464-70-5	13225	0	0
106-98-9	448895672	49428	8848200
120-54-7	0	46854	3017
59709-38-5	0	13450	0
9006-04-6	0	217399	23271
27519-02-4	0	0	0
26523-78-4	8076263	129585	2924049
105-44-2	373125	0	146057
198784-93-9	0	0	0
61789-73-9	5015747	0	0
70-55-3	0	751097	0
68390-96-5	0	0	0
112-15-2	0	0	16012
36631-30-8	0	313165	0
15991-76-1	0	0	0
13775-53-6	11657324	2254808	0
12286-66-7	0	69464	2722
71598-17-9	0	0	0
109125-51-1	0	0	0
44992-01-0	0	0	0
107-11-9	0	0	0
29710-34-7	0	0	0
68937-85-9	22365666	43218	0
7611-50-9	24956	0	0
26748-41-4	0	0	0
1341-49-7	0	5283287	50802
107-19-7	0	0	0
29590-42-9	0	0	0
98-16-8	0	259455	0
66068-84-6	0	0	0
65997-11-7	0	0	0
141-63-9	0	0	0
123-91-1	0	0	0
93-68-5	0	0	0
68084-56-0	0	31457	0
638-41-5	67206	0	544
73138-40-6	1094116	0	0
4118-16-5	0	0	0
68552-47-6	161479	0	0
7719-12-2	16778914	3673105	0
3738-00-9	0	0	0
4584-23-0	0	0	0
2781-11-5	211487	0	31723
68442-09-1	0	0	0
108-36-1	5897127	80039	0
1118-39-4	0	0	0
31694-55-0	0	8618	0
1308-06-1	78121	397246	28369
123-99-9	0	0	0
7727-37-9	194553690	0	0
3188-83-8	0	0	0
657-27-2	0	0	0
72623-87-1	544310844	51529847	0
27070-58-2	79968	0	0
1314-60-9	263084	63970	169848
69011-59-2	271755	0	139117
87-90-1	7645753	31732957	0
94-71-3	0	0	0
64265-57-2	140662	29212	8791
68855-79-8	17126	0	0
56090-69-8	836516	0	0
64742-51-4	17624448	0	0
79-33-4	304444	0	0
68608-66-2	22369	0	13007
502-61-4	0	0	0
1314-23-4	9745760	4942432	1318658
68526-44-3	153314	0	15876
526-75-0	348505	352224	274799
678-39-7	0	0	0
104360-37-4	0	0	0
23410-40-4	0	0	0
6920-22-5	0	12303	0
91053-39-3	6369470	111146	56217
68476-34-6	57108814641	1874734577	562956161
20566-35-2	0	0	0
61790-53-2	0	0	0
99-62-7	486044	0	0
36768-62-4	0	0	0
109-17-1	0	0	0
68477-90-7	805968864	0	0
68187-51-9	0	0	0
13454-70-1	0	0	0
73138-67-7	0	0	0
223106-41-0	0	122074	0
22248-79-9	0	71999	0
45267-19-4	0	0	0
2095-06-9	23587	0	0
70693-32-2	0	0	0
68953-84-4	0	147829	6649
68513-17-7	331122430	0	0
98-83-9	34978195	516708	4740040
108-74-7	0	0	927578
8008-45-5	0	11434	6516
823-40-5	0	0	0
5580-57-4	0	0	0
85959-68-8	0	0	0
9000-59-3	0	991234	0
71604-74-5	0	0	0
10233-13-3	0	118171	0
9000-70-8	4873850	0	434000
1571-08-0	0	0	0
